VALIDATION,val0_5.png,5
VALIDATION,val1_0.png,0
VALIDATION,val2_1.png,1
VALIDATION,val3_7.png,7
VALIDATION,val4_1.png,1
VALIDATION,val5_4.png,4
VALIDATION,val6_3.png,3
VALIDATION,val7_8.png,8
VALIDATION,val8_6.png,6
VALIDATION,val9_7.png,7
VALIDATION,val10_3.png,3
VALIDATION,val11_7.png,7
VALIDATION,val12_2.png,2
VALIDATION,val13_2.png,2
VALIDATION,val14_5.png,5
VALIDATION,val15_5.png,5
VALIDATION,val16_7.png,7
VALIDATION,val17_5.png,5
VALIDATION,val18_4.png,4
VALIDATION,val19_8.png,8
VALIDATION,val20_6.png,6
VALIDATION,val21_4.png,4
VALIDATION,val22_4.png,4
VALIDATION,val23_3.png,3
VALIDATION,val24_5.png,5
VALIDATION,val25_6.png,6
VALIDATION,val26_6.png,6
VALIDATION,val27_6.png,6
VALIDATION,val28_0.png,0
VALIDATION,val29_3.png,3
VALIDATION,val30_0.png,0
VALIDATION,val31_2.png,2
VALIDATION,val32_1.png,1
VALIDATION,val33_8.png,8
VALIDATION,val34_4.png,4
VALIDATION,val35_1.png,1
VALIDATION,val36_3.png,3
VALIDATION,val37_4.png,4
VALIDATION,val38_2.png,2
VALIDATION,val39_1.png,1
VALIDATION,val40_1.png,1
VALIDATION,val41_8.png,8
VALIDATION,val42_4.png,4
VALIDATION,val43_3.png,3
VALIDATION,val44_7.png,7
VALIDATION,val45_2.png,2
VALIDATION,val46_6.png,6
VALIDATION,val47_0.png,0
VALIDATION,val48_2.png,2
VALIDATION,val49_0.png,0
VALIDATION,val50_3.png,3
VALIDATION,val51_6.png,6
VALIDATION,val52_8.png,8
VALIDATION,val53_4.png,4
VALIDATION,val54_8.png,8
VALIDATION,val55_8.png,8
VALIDATION,val56_2.png,2
VALIDATION,val57_5.png,5
VALIDATION,val58_3.png,3
VALIDATION,val59_4.png,4
VALIDATION,val60_1.png,1
VALIDATION,val61_7.png,7
VALIDATION,val62_3.png,3
VALIDATION,val63_8.png,8
VALIDATION,val64_6.png,6
VALIDATION,val65_2.png,2
VALIDATION,val66_8.png,8
VALIDATION,val67_8.png,8
VALIDATION,val68_6.png,6
VALIDATION,val69_8.png,8
VALIDATION,val70_5.png,5
VALIDATION,val71_4.png,4
VALIDATION,val72_5.png,5
VALIDATION,val73_1.png,1
VALIDATION,val74_6.png,6
VALIDATION,val75_8.png,8
VALIDATION,val76_8.png,8
VALIDATION,val77_6.png,6
VALIDATION,val78_4.png,4
VALIDATION,val79_8.png,8
VALIDATION,val80_1.png,1
VALIDATION,val81_3.png,3
VALIDATION,val82_2.png,2
VALIDATION,val83_3.png,3
VALIDATION,val84_6.png,6
VALIDATION,val85_2.png,2
VALIDATION,val86_3.png,3
VALIDATION,val87_8.png,8
VALIDATION,val88_2.png,2
VALIDATION,val89_3.png,3
VALIDATION,val90_0.png,0
VALIDATION,val91_8.png,8
VALIDATION,val92_8.png,8
VALIDATION,val93_5.png,5
VALIDATION,val94_8.png,8
VALIDATION,val95_1.png,1
VALIDATION,val96_2.png,2
VALIDATION,val97_1.png,1
VALIDATION,val98_8.png,8
VALIDATION,val99_8.png,8
VALIDATION,val100_8.png,8
VALIDATION,val101_7.png,7
VALIDATION,val102_4.png,4
VALIDATION,val103_8.png,8
VALIDATION,val104_0.png,0
VALIDATION,val105_5.png,5
VALIDATION,val106_8.png,8
VALIDATION,val107_1.png,1
VALIDATION,val108_2.png,2
VALIDATION,val109_1.png,1
VALIDATION,val110_3.png,3
VALIDATION,val111_3.png,3
VALIDATION,val112_8.png,8
VALIDATION,val113_6.png,6
VALIDATION,val114_6.png,6
VALIDATION,val115_3.png,3
VALIDATION,val116_0.png,0
VALIDATION,val117_2.png,2
VALIDATION,val118_4.png,4
VALIDATION,val119_2.png,2
VALIDATION,val120_7.png,7
VALIDATION,val121_7.png,7
VALIDATION,val122_8.png,8
VALIDATION,val123_5.png,5
VALIDATION,val124_0.png,0
VALIDATION,val125_8.png,8
